product_name,brand,category,price,size,love_count,rating,reviews_count,category_1,category_2,category_3,size_oz,size_mL,size_g
Body Cleanser,Seed Phytonutrients,Bath & Body/Bath & Shower/Body Wash & Shower Gel,22.0,8.5 oz/ 250 mL,797,4.0,7,Bath & Body,Bath & Shower,Body Wash & Shower Gel,8.5,250,
Body Moisturizer,Seed Phytonutrients,Bath & Body/Body Moisturizers/Body Lotions & Body Oils,24.0,8.5 oz/ 250 mL,688,3.8889,9,Bath & Body,Body Moisturizers,Body Lotions & Body Oils,8.5,250,
Lightweight Conditioner,Seed Phytonutrients,Hair/Shampoo & Conditioner/Conditioner,24.0,8.5 oz/ 250 mL,511,4.5529,85,Hair,Shampoo & Conditioner,Conditioner,8.5,250,
Moisture Shampoo,Seed Phytonutrients,Hair/Shampoo & Conditioner/Shampoo,24.0,na,1024,4.018,111,Hair,Shampoo & Conditioner,Shampoo,,,
Color Care Conditioner,Seed Phytonutrients,Hair/Shampoo & Conditioner/Conditioner,24.0,8.5 oz/ 250 mL,189,5.0,1,Hair,Shampoo & Conditioner,Conditioner,8.5,250,
Anti-Frizz Conditioner,Seed Phytonutrients,Hair/Shampoo & Conditioner/Conditioner,24.0,8.5 oz/ 250 mL,432,3.6667,3,Hair,Shampoo & Conditioner,Conditioner,8.5,250,
Color Care Shampoo,Seed Phytonutrients,Hair/Shampoo & Conditioner/Shampoo,24.0,8.5 oz/ 250 mL,317,3.6667,3,Hair,Shampoo & Conditioner,Shampoo,8.5,250,
Volume Shampoo,Seed Phytonutrients,Hair/Shampoo & Conditioner/Shampoo,24.0,8.5 oz/ 250 mL,353,3.0,4,Hair,Shampoo & Conditioner,Shampoo,8.5,250,
Anti-Frizz Shampoo,Seed Phytonutrients,Hair/Shampoo & Conditioner/Shampoo,24.0,8.5 oz/ 250 mL,215,2.6667,3,Hair,Shampoo & Conditioner,Shampoo,8.5,250,
Tools Of The Trade Brush Set,SEPHORA COLLECTION,Makeup/Brushes & Applicators/Brush Sets,30.0,na,94558,4.087,253,Makeup,Brushes & Applicators,Brush Sets,,,
MAKEUP BY MARIO x SEPHORA - Master Brush Set,SEPHORA COLLECTION,Makeup/Brushes & Applicators/Brush Sets,119.0,na,4919,5.0,5,Makeup,Brushes & Applicators,Brush Sets,,,
Arctic Eyes Eyeshadow Palette,SEPHORA COLLECTION,Makeup/Eye/Eye Palettes,5.0,8 x 0.98 g,14177,3.6667,33,Makeup,Eye,Eye Palettes,,,
Ready To Roll Brush Set,SEPHORA COLLECTION,Makeup/Brushes & Applicators/Brush Sets,70.0,na,113788,4.7404,339,Makeup,Brushes & Applicators,Brush Sets,,,
MAKEUP BY MARIO x SEPHORA - Complexion Brush Set,SEPHORA COLLECTION,Makeup/Brushes & Applicators/Face Brushes,69.0,na,4338,0.0,0,Makeup,Brushes & Applicators,Face Brushes,,,
Cream Lip Stain Liquid Lipstick,SEPHORA COLLECTION,Makeup/Lip/Lip Stain,14.0,0.169 oz/ 5 mL,597534,4.3545,9579,Makeup,Lip,Lip Stain,0.169,5,
Cleansing & Exfoliating Wipes,SEPHORA COLLECTION,Skincare/Cleansers/Face Wipes,3.0,25 Wipes,198529,4.4244,3120,Skincare,Cleansers,Face Wipes,,,
#LASHSTORIES,SEPHORA COLLECTION,Makeup/Eye/False Eyelashes,5.0, - dramatic volume,42618,4.4076,211,Makeup,Eye,False Eyelashes,,,
Sephora PRO Warm Palette,SEPHORA COLLECTION,Makeup/Eye/Eye Palettes,45.0,na,81552,4.6035,396,Makeup,Eye,Eye Palettes,,,
Beauty Magnet Brush Collection,SEPHORA COLLECTION,Makeup/Brushes & Applicators/Brush Sets,4.0,Concealer,56955,4.5497,302,Makeup,Brushes & Applicators,Brush Sets,,,
Face Mask,SEPHORA COLLECTION,Skincare/Masks/Face Masks,6.0,1 Mask,106562,4.3275,1530,Skincare,Masks,Face Masks,,,
Holiday Perfume Sampler,Sephora Favorites,Fragrance/Value & Gift Sets/Perfume Gift Sets,65.0,na,16070,3.7273,33,Fragrance,Value & Gift Sets,Perfume Gift Sets,,,
Bite the Bullet Lip Kit,Sephora Favorites,Makeup/Lip/Lip Sets,25.0,na,29609,4.2615,130,Makeup,Lip,Lip Sets,,,
Extend Your Style,Sephora Favorites,Hair/Value & Gift Sets,16.0,na,13259,4.2593,27,Hair,Value & Gift Sets,no info,,,
Fragrance Launches of 2019 Set,Sephora Favorites,Fragrance/Value & Gift Sets/Perfume Gift Sets,65.0,na,6783,3.6111,18,Fragrance,Value & Gift Sets,Perfume Gift Sets,,,
Sunkissed Glow Kit,Sephora Favorites,Makeup/Value & Gift Sets,45.0,na,43735,3.9742,194,Makeup,Value & Gift Sets,no info,,,
Holiday Perfume Travel Sampler,Sephora Favorites,Fragrance/Value & Gift Sets/Perfume Gift Sets,25.0,na,2737,4.1667,6,Fragrance,Value & Gift Sets,Perfume Gift Sets,,,
Holiday Deluxe Mini Coffret Set,Sephora Favorites,Fragrance/Value & Gift Sets/Perfume Gift Sets,75.0,na,6167,4.1429,7,Fragrance,Value & Gift Sets,Perfume Gift Sets,,,
Smooth and Shine,Sephora Favorites,Hair/Hair Styling & Treatments/Hair Oil,12.0,na,6733,3.0667,15,Hair,Hair Styling & Treatments,Hair Oil,,,
Beachy Waves Sea Spray Collection,Sephora Favorites,Hair/Value & Gift Sets,12.0,na,15698,4.125,32,Hair,Value & Gift Sets,no info,,,
The Ultimate Travel Bag,Sephora Favorites,Skincare/Value & Gift Sets,40.0,na,17253,4.7692,26,Skincare,Value & Gift Sets,no info,,,
Power of the Petal,Sephora Favorites,Skincare/Value & Gift Sets,36.0,na,20466,3.8372,43,Skincare,Value & Gift Sets,no info,,,
Sun Safety Kit,Sephora Favorites,Skincare/Value & Gift Sets,39.0,na,23326,3.2241,174,Skincare,Value & Gift Sets,no info,,,
The Cool Fix™,Shaveworks,Men/Shaving/Aftershave,12.0,5.3 oz/ 156 mL,17851,4.4921,695,Men,Shaving,Aftershave,5.3,156,
Pearl Soufflé Luxurious Shave Cream,Shaveworks,Bath & Body/High Tech Tools/Hair Removal & Shaving,22.0,5.3 oz,3013,4.2727,66,Bath & Body,High Tech Tools,Hair Removal & Shaving,5.3,,
The Cool Fix™ Lip & Brow Formula Post-Wax Rollerball,Shaveworks,Skincare/High Tech Tools/Hair Removal,21.0,0.33 oz/ 10 mL,4356,4.875,16,Skincare,High Tech Tools,Hair Removal,0.33,10,
Get Smooth Duo,Shaveworks,Bath & Body/High Tech Tools/Hair Removal & Shaving,10.0,na,6386,4.1818,55,Bath & Body,High Tech Tools,Hair Removal & Shaving,,,
Shhhowercap,SHHHOWERCAP,Hair/Hair Tools/Hair Accessories,43.0, - Black/White,21891,3.5885,226,Hair,Hair Tools,Hair Accessories,,,
Ultimune Power Infusing Serum Concentrate,Shiseido,Skincare/Treatments/Face Serums,70.0,1.6 oz/ 50 mL,17995,4.1155,381,Skincare,Treatments,Face Serums,1.6,50,
Benefiance Wrinkle Smoothing Eye Cream,Shiseido,Skincare/Eye Care/Eye Creams & Treatments,70.0,0.51 oz/ 15 mL,9034,4.3889,198,Skincare,Eye Care,Eye Creams & Treatments,0.51,15,
Synchro Skin Self-Refreshing Foundation SPF 30,Shiseido,Makeup/Face/Foundation,47.0,1.0 oz/ 30 mL,27098,4.3227,1562,Makeup,Face,Foundation,1.0,30,
Benefiance WrinkleResist24 Pure Retinol Express Smoothing Eye Mask,Shiseido,Skincare/Eye Care/Eye Masks,68.0,12 Packettes x 2 Sheets,49479,4.4296,412,Skincare,Eye Care,Eye Masks,,,
Urban Environment Oil-Free UV Protector Broad Spectrum Face Sunscreen SPF 42,Shiseido,Skincare/Sun Care/Face Sunscreen,35.0,1 oz/ 30 mL,75769,4.4603,1134,Skincare,Sun Care,Face Sunscreen,1,30,
Eyelash Curler,Shiseido,Tools & Brushes/Accessories/Eyelash Curlers,22.0,Deco Eyelash Curler,63179,4.3628,1717,Tools & Brushes,Accessories,Eyelash Curlers,,,
Bio-Performance Advanced Super Revitalizing Cream,Shiseido,Skincare/Moisturizers/Moisturizers,82.0,1.7 oz/ 50 mL,17208,4.5936,342,Skincare,Moisturizers,Moisturizers,1.7,50,
Benefiance Wrinkle Smoothing Day Cream SPF 23,Shiseido,Skincare/Moisturizers/Moisturizers,70.0,1.7 oz/ 50 mL,3085,4.773,141,Skincare,Moisturizers,Moisturizers,1.7,50,
Facial Cotton,Shiseido,Skincare/Cleansers/Makeup Removers,5.0,165 sheets,94045,4.8467,2401,Skincare,Cleansers,Makeup Removers,,,
Ultimate Hydrating Glow Set,Shiseido,Skincare/Value & Gift Sets,70.0,na,3844,5.0,1,Skincare,Value & Gift Sets,no info,,,
Ultimate Sun Protection Lotion WetForce Broad Spectrum Sunscreen SPF 50+,Shiseido,Skincare/Sun Care/Face Sunscreen,22.0,3.3 oz/ 100 mL,15321,3.5,144,Skincare,Sun Care,Face Sunscreen,3.3,100,
Ultimate Wrinkle Smoothing Eye Set,Shiseido,Skincare/Value & Gift Sets,70.0,na,2851,4.2222,9,Skincare,Value & Gift Sets,no info,,,
Essence Absolue Nourishing Protective Oil,shu uemura,Hair/Hair Styling & Treatments/Hair Oil,69.0,5 oz/ 150 mL,4394,4.6812,138,Hair,Hair Styling & Treatments,Hair Oil,5,150,
Color Lustre Brilliant Glaze Shampoo- For Color Treated Hair,shu uemura,Hair/Shampoo & Conditioner/Shampoo,48.0,10 oz/ 300 mL,1043,4.4511,184,Hair,Shampoo & Conditioner,Shampoo,10,300,
Silk Bloom Restorative Treatment- For Damaged Hair,shu uemura,Hair/Hair Styling & Treatments/Scalp & Hair Treatments,68.0,6 oz/ 177 mL,1467,4.5625,16,Hair,Hair Styling & Treatments,Scalp & Hair Treatments,6,177,
Color Lustre Brilliant Glaze Conditioner- For Color Treated Hair,shu uemura,Hair/Shampoo & Conditioner/Conditioner,58.0,8 oz/ 250 mL,737,4.2658,158,Hair,Shampoo & Conditioner,Conditioner,8,250,
Essence Absolue Nourishing Taming Overnight Serum,shu uemura,Hair/Hair Styling & Treatments/Hair Styling Products,69.0,3.3 oz/ 100 mL,1293,4.6457,127,Hair,Hair Styling & Treatments,Hair Styling Products,3.3,100,
Ultimate Reset Mask Treatment,shu uemura,Hair/Hair Styling & Treatments/Hair Masks,68.0,6 oz/ 200 mL,796,4.0,1,Hair,Hair Styling & Treatments,Hair Masks,6,200,
Essence Absolue Nourishing Protective Oil - Travel Size,shu uemura,Hair/Hair Styling & Treatments/Hair Oil,28.0,1 fl oz/ 30 mL,419,5.0,1,Hair,Hair Styling & Treatments,Hair Oil,,30,
Urban Moisture Hydro-Nourishing Conditioner,shu uemura,Hair/Shampoo & Conditioner/Conditioner,58.0,8 oz/ 250 mL,849,4.5614,114,Hair,Shampoo & Conditioner,Conditioner,8,250,
Color Lustre Brilliant Glaze Treatment- For Color Treated Hair,shu uemura,Hair/Hair Styling & Treatments/Scalp & Hair Treatments,68.0,6 oz/ 177 mL,584,4.7143,7,Hair,Hair Styling & Treatments,Scalp & Hair Treatments,6,177,
Kaze Wave- Sensual Curl Texturizing Foam,shu uemura,Hair/Hair Styling & Treatments/Hair Styling Products,39.0,4.6 oz/ 150 mL,756,5.0,3,Hair,Hair Styling & Treatments,Hair Styling Products,4.6,150,
Wonder Worker- Air Dry/Blow Dry Perfector,shu uemura,Hair/Hair Styling & Treatments/Hair Styling Products,33.0,5 oz/ 150 mL,1377,4.6,5,Hair,Hair Styling & Treatments,Hair Styling Products,5,150,
Ultimate Reset Conditioner,shu uemura,Hair/Shampoo & Conditioner/Conditioner,58.0,8 oz/ 250 mL,377,4.4855,138,Hair,Shampoo & Conditioner,Conditioner,8,250,
Facial Treatment Essence (Pitera Essence),SK-II,Skincare/Moisturizers/Mists & Essences,99.0,5.4 oz/ 160 mL,77602,4.0136,884,Skincare,Moisturizers,Mists & Essences,5.4,160,
Pitera Essence Welcome kit,SK-II,Skincare/Value & Gift Sets,110.0,na,35601,4.0105,95,Skincare,Value & Gift Sets,no info,,,
R.N.A. POWER Anti-Aging Face Cream,SK-II,Skincare/Moisturizers/Moisturizers,235.0,2.7 oz/ 80 mL,11899,4.256,125,Skincare,Moisturizers,Moisturizers,2.7,80,
PITERA™ First Experience Kit,SK-II,Skincare/Value & Gift Sets,99.0,na,4190,5.0,6,Skincare,Value & Gift Sets,no info,,,
Facial Treatment Essence Mini (Pitera Essence),SK-II,Skincare/Moisturizers/Mists & Essences,99.0,2.5 oz/ 75 mL,24113,3.7553,94,Skincare,Moisturizers,Mists & Essences,2.5,75,
PITERA™ Aura Bright Kit Fantasista Utamaro,SK-II,Skincare/Value & Gift Sets,110.0,na,5014,5.0,2,Skincare,Value & Gift Sets,no info,,,
R.N.A. POWER Anti-Aging Eye Cream,SK-II,Skincare/Eye Care/Eye Creams & Treatments,139.0,0.4 oz/ 14.5 mL,10766,4.1871,155,Skincare,Eye Care,Eye Creams & Treatments,0.4,4.5,
Facial Treatment Clear Lotion Toner,SK-II,Skincare/Cleansers/Toners,76.0,5.4 oz,14955,4.0682,176,Skincare,Cleansers,Toners,5.4,,
Pitera Facial Treatment Mask,SK-II,Skincare/Masks/Sheet Masks,95.0,6 Masks,47573,4.3678,367,Skincare,Masks,Sheet Masks,,,
Facial Treatment Cleanser,SK-II,Skincare/Cleansers/Face Wash & Cleansers,75.0,3.6 oz,9672,4.3111,90,Skincare,Cleansers,Face Wash & Cleansers,3.6,,
Pitera Hydrating Essence Set,SK-II,Skincare/Value & Gift Sets,229.0,na,1929,5.0,2,Skincare,Value & Gift Sets,no info,,,
Pitera™ Essence Set,SK-II,Skincare/Value & Gift Sets,99.0,na,37152,4.1907,194,Skincare,Value & Gift Sets,no info,,,
Optimizer Voyage Tri-Light++,Skin Inc Supplement Bar,Skincare/High Tech Tools/Anti-Aging,207.0,na,2957,4.0682,88,Skincare,High Tech Tools,Anti-Aging,,,
My Daily Dose Custom-Blended Serum Set,Skin Inc Supplement Bar,Skincare/Treatments/Face Serums,84.0,na,6483,3.381,122,Skincare,Treatments,Face Serums,,,
Vitamin B3+ Niacinamide Serum RESCUE TROUBLED SKIN,Skin Inc Supplement Bar,Skincare/Treatments/Face Serums,35.0,0.34 oz/ 10 mL,7114,3.381,21,Skincare,Treatments,Face Serums,0.34,10,
Ceramide Serum STRENGTHEN & SOOTHE,Skin Inc Supplement Bar,Skincare/Treatments/Face Serums,35.0,0.34 oz,3835,4.1429,14,Skincare,Treatments,Face Serums,0.34,,
Licorice Serum CALM IRRITATED SKIN,Skin Inc Supplement Bar,Skincare/Treatments/Face Serums,35.0,0.34 oz/ 10 mL,4767,3.8077,26,Skincare,Treatments,Face Serums,0.34,10,
Acne Bundle,Skin Laundry,Skincare/Value & Gift Sets,32.0,na,585,1.0,1,Skincare,Value & Gift Sets,no info,,,
Essential Daily Moisturizer,Skin Laundry,Skincare/Moisturizers/Moisturizers,30.0,2.5 oz/ 75 mL,1134,3.75,12,Skincare,Moisturizers,Moisturizers,2.5,75,
Wrinkle Release Facial Sheet Mask,Skin Laundry,Skincare/Masks/Sheet Masks,12.0,1 Facial Treatment,1760,4.5,8,Skincare,Masks,Sheet Masks,,,
Gentle Foaming Face Wash,Skin Laundry,Skincare/Cleansers/Face Wash & Cleansers,20.0,6.7 oz/ 200 mL,7216,4.2487,193,Skincare,Cleansers,Face Wash & Cleansers,6.7,200,
Wrinkle Release Neck & Chest Sheet Mask,Skin Laundry,Skincare/Masks/Sheet Masks,15.0,1 Neck & Chest Treatment,1238,3.25,4,Skincare,Masks,Sheet Masks,,,
Brrrrrrier+ Kit,Skinfix,Skincare/Value & Gift Sets,36.0,na,3828,4.5,2,Skincare,Value & Gift Sets,no info,,,
Resurface+ AHA Renewing Cream,Skinfix,Bath & Body/Body Moisturizers/Body Lotions & Body Oils,45.0,10 oz/ 296 mL,9251,4.6281,121,Bath & Body,Body Moisturizers,Body Lotions & Body Oils,10,296,
Barrier+ Triple Lipid-Boost 360° Eye,Skinfix,Skincare/Eye Care/Eye Creams & Treatments,40.0,0.5 oz/ 15 mL,15533,4.3781,283,Skincare,Eye Care,Eye Creams & Treatments,0.5,15,
Eczema+ Hand Repair Cream,Skinfix,Bath & Body/Body Moisturizers/Hand Cream & Foot Cream,18.0,3 oz/ 89 mL,4806,4.6977,43,Bath & Body,Body Moisturizers,Hand Cream & Foot Cream,3,89,
Resurface+ Glycolic Renewing Scrub,Skinfix,Bath & Body/Bath & Shower/Scrub & Exfoliants,30.0,8 oz/ 236 mL,9125,4.7077,130,Bath & Body,Bath & Shower,Scrub & Exfoliants,8,236,
Eczema+ Dermatitis Face Balm,Skinfix,Skincare/Moisturizers/Moisturizers,28.0,0.48 oz/ 13.5 mL,3819,4.2727,143,Skincare,Moisturizers,Moisturizers,0.48,3.5,
Barrier+ Foaming Oil Cleanser,Skinfix,Skincare/Cleansers/Face Wash & Cleansers,28.0,6 oz/ 177 mL,7442,4.5572,341,Skincare,Cleansers,Face Wash & Cleansers,6,177,
Correct+™ Dark Spot Corrector,Skinfix,Skincare/Treatments/Face Serums,60.0,1 oz/ 30 mL,4136,4.5269,93,Skincare,Treatments,Face Serums,1,30,
Barrier+ Triple Lipid-Peptide Cream,Skinfix,Skincare/Moisturizers/Moisturizers,50.0,1.7 oz/ 50 mL,3464,4.4,25,Skincare,Moisturizers,Moisturizers,1.7,50,
Barrier+ Triple Lipid-Hyaluronate Serum,Skinfix,Skincare/Treatments/Face Serums,50.0,1 oz/ 30 mL,3882,4.8,205,Skincare,Treatments,Face Serums,1,30,
Redness Recovery+ Antioxidant Redness Treatment Overnight Mask,Skinfix,Skincare/Masks/Face Masks,50.0,1.7 oz/ 50 mL,6289,4.337,181,Skincare,Masks,Face Masks,1.7,50,
Eczema+ Foaming Oil Body Wash,Skinfix,Bath & Body/Bath & Shower/Body Wash & Shower Gel,24.0,12.5 oz/ 370 mL,3246,4.4444,18,Bath & Body,Bath & Shower,Body Wash & Shower Gel,2.5,370,
Perfume Palette,SKYLAR,Fragrance/Value & Gift Sets/Perfume Gift Sets,20.0,na,2830,3.6667,45,Fragrance,Value & Gift Sets,Perfume Gift Sets,,,
Isle Eau de Toilette,SKYLAR,Fragrance/Women/Perfume,29.0,1.7 fl oz / 50mL,870,4.1579,19,Fragrance,Women,Perfume,,,
Arrow Eau de Toilette,SKYLAR,Fragrance/Women/Perfume,29.0,1.7 fl oz / 50mL,386,5.0,2,Fragrance,Women,Perfume,,,
Capri Eau de Toilette,SKYLAR,Fragrance/Women/Perfume,29.0,1.7 fl oz / 50mL,600,4.2,10,Fragrance,Women,Perfume,,,
Isle Eau de Toilette Rollerball,SKYLAR,Fragrance/Women/Perfume,29.0,0.33 fl oz/ 10mL,623,4.125,8,Fragrance,Women,Perfume,,,
Meadow Eau de Toilette,SKYLAR,Fragrance/Women/Perfume,29.0,1.7 fl oz / 50mL,248,5.0,7,Fragrance,Women,Perfume,,,
Coral Eau de Toilette,SKYLAR,Fragrance/Women/Perfume,29.0,1.7 fl oz / 50mL,368,4.875,8,Fragrance,Women,Perfume,,,
Capri Eau de Toilette Rollerball,SKYLAR,Fragrance/Women/Perfume,29.0,0.33 fl oz/ 10mL,563,5.0,2,Fragrance,Women,Perfume,,,
Coral Eau de Toilette Rollerball,SKYLAR,Fragrance/Women/Perfume,29.0,0.33 fl oz/ 10mL,308,5.0,2,Fragrance,Women,Perfume,,,
Willow Eau de Toilette,SKYLAR,Fragrance/Women/Perfume,29.0,1.7 fl oz / 50mL,278,4.0,4,Fragrance,Women,Perfume,,,
Arrow Eau de Toilette Rollerball,SKYLAR,Fragrance/Women/Perfume,29.0,0.33 fl oz/ 10mL,279,5.0,2,Fragrance,Women,Perfume,,,
Meadow Eau de Toilette Rollerball,SKYLAR,Fragrance/Women/Perfume,29.0,0.33 fl oz/ 10mL,213,5.0,1,Fragrance,Women,Perfume,,,
Silk Pillowcase - Standard/Queen,Slip,Skincare/Wellness/Holistic Wellness,85.0,Pink,75465,4.2174,276,Skincare,Wellness,Holistic Wellness,,,
Silk Pillowcase - King,Slip,Skincare/Wellness/Holistic Wellness,105.0,Navy,15591,4.2105,57,Skincare,Wellness,Holistic Wellness,,,
Silk Sleepmask,Slip,Skincare/Wellness/Holistic Wellness,50.0,Navy,28164,3.8704,108,Skincare,Wellness,Holistic Wellness,,,
Small Slipsilk™ Scrunchies,Slip,Hair/Hair Tools/Hair Accessories,20.0,3 pack,25777,4.2094,191,Hair,Hair Tools,Hair Accessories,,,
Beauty Sleep Collection,Slip,Skincare/Value & Gift Sets,119.0,White/Pink,5741,4.5833,12,Skincare,Value & Gift Sets,no info,,,
Ultimate Beauty Sleep Collection,Slip,Hair/Value & Gift Sets,139.0,na,1905,0.0,0,Hair,Value & Gift Sets,no info,,,
Large Slipsilk™ Scrunchies,Slip,Hair/Hair Tools/Hair Accessories,39.0,"Black, Pink, Caramel",16671,3.9655,58,Hair,Hair Tools,Hair Accessories,,,
Beauty Sleep To Go!,Slip,Skincare/Wellness/Holistic Wellness,119.0,Pink,12360,4.0,11,Skincare,Wellness,Holistic Wellness,,,
The Good Hair Day Set,Slip,Hair/Value & Gift Sets,84.0,na,1011,5.0,1,Hair,Value & Gift Sets,no info,,,
Pure Silk Headband,Slip,Hair/Hair Tools/Hair Accessories,69.0,Leopard,10025,3.5455,11,Hair,Hair Tools,Hair Accessories,,,
Medium Slipsilk™ Scrunchies,Slip,Hair/Hair Tools/Hair Accessories,45.0,na,2094,3.0,5,Hair,Hair Tools,Hair Accessories,,,
Sleep Mist,Slip,Fragrance/Women/Body Mist & Hair Mist,32.0,3.4 oz/ 100 mL,3588,4.625,8,Fragrance,Women,Body Mist & Hair Mist,3.4,100,
Photo Finish Foundation Primer,Smashbox,Makeup/Face/Face Primer,36.0,1 oz/ 30 mL,208409,4.324,7201,Makeup,Face,Face Primer,1,30,
Studio Skin 15 Hour Hydrating Foundation,Smashbox,Makeup/Face/Foundation,36.0,1 oz/ 30 mL,85991,4.2034,2896,Makeup,Face,Foundation,1,30,
Cali Contour Palette,Smashbox,Makeup/Makeup Palettes,39.0,na,34275,4.6844,320,Makeup,Makeup Palettes,no info,,,
Always Sharp Waterproof Kôhl Eyeliner,Smashbox,Makeup/Eye/Eyeliner,21.0,0.01 oz/ 0.28 g,28160,3.489,1141,Makeup,Eye,Eyeliner,0.01,,0.28
Step-By-Step Contour Kit,Smashbox,Makeup/Face/Contour,35.0,0.40 oz/ 11 g,107433,4.0175,1369,Makeup,Face,Contour,0.40,,11
Always On Matte Liquid Lipstick,Smashbox,Makeup/Lip/Lipstick,24.0,0.13 oz/ 3.84 mL,262003,4.329,2489,Makeup,Lip,Lipstick,0.13,3.84,
Photo Finish Oil & Shine Control Primer,Smashbox,Makeup/Face/Face Primer,15.0,1 fl oz/ 30 mL,7253,4.5217,368,Makeup,Face,Face Primer,,30,
Camera Ready BB Cream SPF 35,Smashbox,Makeup/Face/BB & CC Cream,42.0,1 oz/ 30 g,79988,4.0103,3295,Makeup,Face,BB & CC Cream,1,,30
Photo Finish Pore Minimizing Primer,Smashbox,Makeup/Face/Face Primer,39.0,1 oz/ 30 mL,80717,3.6298,1275,Makeup,Face,Face Primer,1,30,
Photo Finish Reduce Redness Primer,Smashbox,Makeup/Face/Face Primer,39.0,1 oz/ 30 mL,55402,3.8612,2183,Makeup,Face,Face Primer,1,30,
Photo Finish Foundation Primer Mini,Smashbox,Mini Size/Makeup,15.0,0.41 oz/ 12 mL,39462,4.324,7201,Mini Size,Makeup,no info,0.41,12,
Photo Finish Foundation Primer Jumbo,Smashbox,Makeup/Face/Face Primer,52.0,1.7 fl oz/ 50 mL,210,0.0,0,Makeup,Face,Face Primer,,50,
Bio Hyaluronic Moisturizing Cream,SOBEL SKIN Rx,Skincare/Moisturizers/Moisturizers,75.0,1.7 oz/ 50 mL,78,0.0,0,Skincare,Moisturizers,Moisturizers,1.7,50,
4.5% Retinol Night Treatment,SOBEL SKIN Rx,Skincare/Treatments/Face Serums,105.0,1.7 oz/ 50 mL,150,4.6111,54,Skincare,Treatments,Face Serums,1.7,50,
Plant Stem Cell Day Cream SPF 30,SOBEL SKIN Rx,Skincare/Moisturizers/Moisturizers,75.0,1.7 oz/ 50 mL,60,0.0,0,Skincare,Moisturizers,Moisturizers,1.7,50,
Triple Oglio Peptide Eye Cream,SOBEL SKIN Rx,Skincare/Eye Care/Eye Creams & Treatments,65.0,0.5 oz/ 15 mL,54,0.0,0,Skincare,Eye Care,Eye Creams & Treatments,0.5,15,
35% Vitamin C Face Serum,SOBEL SKIN Rx,Skincare/Treatments/Face Serums,105.0,1 oz/ 30 mL,77,4.4479,96,Skincare,Treatments,Face Serums,1,30,
15% Niacinamide Gel Serum,SOBEL SKIN Rx,Skincare/Treatments/Face Serums,75.0,1.7 oz/ 50 mL,82,4.2174,46,Skincare,Treatments,Face Serums,1.7,50,
27% Glycolic Acid Facial Cleanser,SOBEL SKIN Rx,Skincare/Cleansers/Face Wash & Cleansers,42.0,5 oz/ 150 mL,65,5.0,1,Skincare,Cleansers,Face Wash & Cleansers,5,150,
30% Glycolic Acid Peel,SOBEL SKIN Rx,Skincare/Treatments/Facial Peels,46.0,4.4 oz/ 130 mL,146,0.0,0,Skincare,Treatments,Facial Peels,4.4,130,
Brazilian Bum Bum Cream,Sol de Janeiro,Bath & Body/Body Moisturizers/Body Lotions & Body Oils,20.0,8.1 oz/ 240 mL,175320,4.3424,4947,Bath & Body,Body Moisturizers,Body Lotions & Body Oils,8.1,240,
Bum Bum Carnaval Dreams Set,Sol de Janeiro,Skincare/Value & Gift Sets,40.0,na,17528,3.9583,24,Skincare,Value & Gift Sets,no info,,,
Bum Bum Jet Set,Sol de Janeiro,Bath & Body/Value & Gift Sets,25.0,na,22841,4.7297,74,Bath & Body,Value & Gift Sets,no info,,,
Brazilian Bum Bum Cream Mini,Sol de Janeiro,Mini Size/Bath & Body,20.0,2.5 oz/ 75 mL,61177,4.3428,4919,Mini Size,Bath & Body,no info,2.5,75,
Brazilian Crush Body Fragrance Mist,Sol de Janeiro,Fragrance/Women/Body Mist & Hair Mist,19.0,8.1 oz/ 240 mL,40072,4.2809,769,Fragrance,Women,Body Mist & Hair Mist,8.1,240,
Brazilian 4 Play Moisturizing Shower Cream-Gel,Sol de Janeiro,Bath & Body/Bath & Shower/Body Wash & Shower Gel,10.0,13 oz/ 385 mL,47176,4.3938,673,Bath & Body,Bath & Shower,Body Wash & Shower Gel,13,385,
Coco Cabana Body Cream - With New Coconut Scent and Plush Moisture,Sol de Janeiro,Bath & Body/Body Moisturizers/Body Lotions & Body Oils,20.0,8.1 oz/ 240 mL,4311,3.957,721,Bath & Body,Body Moisturizers,Body Lotions & Body Oils,8.1,240,
Brazilian Kiss Cupuaçu Lip Butter,Sol de Janeiro,Skincare/Lip Treatments/Lip Balms & Treatments,18.0,0.21 oz/ 6.2g,35520,4.2044,778,Skincare,Lip Treatments,Lip Balms & Treatments,0.21,,
Brazilian Crush Body Fragrance Mist Mini,Sol de Janeiro,Mini Size/Fragrance,19.0,3.04 oz/ 90 mL,27393,4.4904,363,Mini Size,Fragrance,no info,3.04,90,
Samba 2-Step Foot Fetish Care,Sol de Janeiro,Bath & Body/Body Moisturizers/Hand Cream & Foot Cream,27.0,3 oz/ 90 mL,21207,4.4619,236,Bath & Body,Body Moisturizers,Hand Cream & Foot Cream,3,90,
Glowmotions,Sol de Janeiro,Bath & Body/Body Moisturizers/Body Lotions & Body Oils,35.0,2.5 oz/ 75 mL,34701,4.0946,317,Bath & Body,Body Moisturizers,Body Lotions & Body Oils,2.5,75,
